,net_worth_billions,age,clusters
1148,2.9,83.0,3
1149,2.9,61.0,0
1150,2.9,58.0,0
1151,2.9,68.0,0
1152,2.8,0.0,1
1153,2.8,58.0,0
1154,2.8,85.0,3
1155,2.8,63.0,0
1156,2.8,52.0,1
1157,2.8,58.0,0
1158,2.8,54.0,0
1159,2.8,63.0,0
1160,2.8,53.0,1
1161,2.7,53.0,1
1162,2.7,80.0,3
1163,2.7,75.0,3
1164,2.7,56.0,0
1165,2.7,46.0,1
1166,2.7,0.0,1
1167,2.7,73.0,3
1168,2.7,50.0,1
1169,2.7,40.0,1
1170,2.7,0.0,1
1171,2.7,86.0,3
1172,2.6,56.0,0
1173,2.6,53.0,1
1174,2.6,71.0,3
1175,2.6,63.0,0
1176,2.6,56.0,0
1177,2.5,72.0,3
1178,2.5,66.0,0
1179,2.5,68.0,0
1180,2.5,79.0,3
1181,2.5,56.0,0
1182,2.5,88.0,3
1183,2.5,57.0,0
1184,2.5,58.0,0
1185,2.4,64.0,0
1186,2.4,66.0,0
1187,2.4,77.0,3
1188,2.4,78.0,3
1189,2.4,60.0,0
1190,2.4,77.0,3
1191,2.4,67.0,0
1192,2.4,73.0,3
1193,2.4,66.0,0
1194,2.4,46.0,1
1195,2.4,65.0,0
1196,2.4,58.0,0
1197,2.3,71.0,3
1198,2.3,51.0,1
1199,2.3,65.0,0
1200,2.3,57.0,0
1201,2.3,78.0,3
1202,2.3,70.0,0
1203,2.3,61.0,0
1204,2.3,61.0,0
1205,2.3,65.0,0
1206,2.3,74.0,3
1207,2.3,0.0,1
1208,2.2,69.0,0
1209,2.2,64.0,0
1210,2.2,53.0,1
1211,2.2,37.0,1
1212,2.2,77.0,3
1213,2.2,67.0,0
1214,2.2,63.0,0
1215,2.2,74.0,3
1216,2.2,65.0,0
1217,2.2,58.0,0
1218,2.2,75.0,3
1219,2.2,62.0,0
1220,2.1,73.0,3
1221,2.1,68.0,0
1222,2.1,49.0,1
1223,2.1,69.0,0
1224,2.1,49.0,1
1225,2.1,40.0,1
1226,2.1,63.0,0
1227,2.1,71.0,3
1228,2.1,20.0,1
1229,2.0,52.0,1
1230,2.0,63.0,0
1231,2.0,61.0,0
1232,2.0,61.0,0
1233,2.0,66.0,0
1234,2.0,59.0,0
1235,2.0,48.0,1
1236,2.0,66.0,0
1237,2.0,70.0,0
1238,2.0,45.0,1
1239,2.0,63.0,0
1240,2.0,59.0,0
1241,2.0,51.0,1
1242,2.0,61.0,0
1243,1.9,46.0,1
1244,1.9,59.0,0
1245,1.9,75.0,3
1246,1.9,50.0,1
1247,1.9,63.0,0
1248,1.9,50.0,1
1249,1.9,47.0,1
1250,1.9,71.0,3
1251,1.9,39.0,1
1252,1.9,62.0,0
1253,1.9,55.0,0
1254,1.9,35.0,1
1255,1.8,79.0,3
1256,1.8,70.0,0
1257,1.8,64.0,0
1258,1.8,69.0,0
1259,1.8,48.0,1
1260,1.8,77.0,3
1261,1.8,47.0,1
1262,1.8,60.0,0
1263,1.8,66.0,0
1264,1.8,74.0,3
1265,1.8,68.0,0
1266,1.8,58.0,0
1267,1.8,79.0,3
1268,1.8,63.0,0
1269,1.8,72.0,3
1270,1.8,58.0,0
1271,1.8,48.0,1
1272,1.8,49.0,1
1273,1.8,83.0,3
1274,1.8,44.0,1
1275,1.8,45.0,1
1276,1.8,49.0,1
1277,1.8,69.0,0
1278,1.8,74.0,3
1279,1.8,54.0,0
1280,1.7,52.0,1
1281,1.7,64.0,0
1282,1.7,65.0,0
1283,1.7,64.0,0
1284,1.7,53.0,1
1285,1.7,54.0,0
1286,1.7,63.0,0
1287,1.7,80.0,3
1288,1.7,53.0,1
1289,1.7,59.0,0
1290,1.7,67.0,0
1291,1.7,76.0,3
1292,1.6,49.0,1
1293,1.6,50.0,1
1294,1.6,62.0,0
1295,1.6,51.0,1
1296,1.6,39.0,1
1297,1.6,60.0,0
1298,1.6,42.0,1
1299,1.6,67.0,0
1300,1.6,67.0,0
1301,1.6,69.0,0
1302,1.6,84.0,3
1303,1.6,60.0,0
1304,1.6,84.0,3
1305,1.6,79.0,3
1306,1.6,61.0,0
1307,1.6,69.0,0
1308,1.6,58.0,0
1309,1.6,0.0,1
1310,1.5,47.0,1
1311,1.5,68.0,0
1312,1.5,55.0,0
1313,1.5,59.0,0
1314,1.5,42.0,1
1315,1.5,65.0,0
1316,1.5,41.0,1
1317,1.5,74.0,3
1318,1.5,54.0,0
1319,1.5,72.0,3
1320,1.5,47.0,1
1321,1.5,69.0,0
1322,1.5,76.0,3
1323,1.5,55.0,0
1324,1.4,58.0,0
1325,1.4,51.0,1
1326,1.4,81.0,3
1327,1.4,76.0,3
1328,1.4,77.0,3
1329,1.4,62.0,0
1330,1.4,63.0,0
1331,1.4,62.0,0
1332,1.4,70.0,0
1333,1.4,42.0,1
1334,1.4,73.0,3
1335,1.4,51.0,1
1336,1.4,56.0,0
1337,1.4,52.0,1
1338,1.4,59.0,0
1339,1.4,65.0,0
1340,1.4,54.0,0
1341,1.4,80.0,3
1342,1.4,71.0,3
1343,1.4,59.0,0
1344,1.4,52.0,1
1345,1.4,0.0,1
1346,1.4,79.0,3
1347,1.4,86.0,3
1348,1.3,66.0,0
1349,1.3,60.0,0
1350,1.3,46.0,1
1351,1.3,67.0,0
1352,1.3,66.0,0
1353,1.3,47.0,1
1354,1.3,59.0,0
1355,1.3,56.0,0
1356,1.3,54.0,0
1357,1.3,70.0,0
1358,1.3,62.0,0
1359,1.3,46.0,1
1360,1.3,60.0,0
1361,1.3,54.0,0
1362,1.3,65.0,0
1363,1.3,66.0,0
1364,1.3,81.0,3
1365,1.3,59.0,0
1366,1.3,72.0,3
1367,1.3,51.0,1
1368,1.3,64.0,0
1369,1.3,71.0,3
1370,1.3,43.0,1
1371,1.3,62.0,0
1372,1.3,47.0,1
1373,1.3,66.0,0
1374,1.2,74.0,3
1375,1.2,61.0,0
1376,1.2,77.0,3
1377,1.2,77.0,3
1378,1.2,65.0,0
1379,1.2,57.0,0
1380,1.2,74.0,3
1381,1.2,78.0,3
1382,1.2,58.0,0
1383,1.2,61.0,0
1384,1.2,36.0,1
1385,1.2,51.0,1
1386,1.2,58.0,0
1387,1.2,77.0,3
1388,1.2,0.0,1
1389,1.2,77.0,3
1390,1.2,78.0,3
1391,1.2,54.0,0
1392,1.2,67.0,0
1393,1.2,71.0,3
1394,1.2,60.0,0
1395,1.2,67.0,0
1396,1.2,32.0,1
1397,1.2,39.0,1
1398,1.2,37.0,1
1399,1.1,66.0,0
1400,1.1,61.0,0
1401,1.1,51.0,1
1402,1.1,53.0,1
1403,1.1,69.0,0
1404,1.1,74.0,3
1405,1.1,76.0,3
1406,1.1,63.0,0
1407,1.1,80.0,3
1408,1.1,78.0,3
1409,1.1,60.0,0
1410,1.1,44.0,1
1411,1.1,64.0,0
1412,1.1,37.0,1
1413,1.1,50.0,1
1414,1.1,76.0,3
1415,1.1,32.0,1
1416,1.1,59.0,0
1417,1.1,63.0,0
1418,1.1,71.0,3
1419,1.1,65.0,0
1420,1.1,56.0,0
1421,1.1,40.0,1
1422,1.1,59.0,0
1423,1.1,50.0,1
1424,1.1,62.0,0
1425,1.1,62.0,0
1426,1.0,45.0,1
1427,1.0,50.0,1
1428,1.0,86.0,3
1429,1.0,67.0,0
1430,1.0,66.0,0
1431,1.0,31.0,1
1432,1.0,66.0,0
1433,1.0,48.0,1
1434,1.0,48.0,1
1435,1.0,0.0,1
1436,1.0,79.0,3
1437,1.0,61.0,0
1438,1.0,74.0,3
1439,1.0,78.0,3
1440,1.0,31.0,1
1441,1.0,0.0,1
1442,1.0,62.0,0
1443,1.0,32.0,1
1444,1.0,38.0,1
1445,1.0,0.0,1
1446,1.0,79.0,3
1447,1.0,80.0,3
1448,1.0,68.0,0
1449,1.0,67.0,0
1450,1.0,80.0,3
1451,46.5,49.0,4
1452,44.0,74.0,4
1453,25.0,54.0,4
1454,23.8,65.0,4
1455,23.7,48.0,4
1456,23.0,78.0,4
1457,21.0,52.0,4
1458,18.5,85.0,4
1459,18.4,60.0,4
1460,18.3,61.0,4
1461,18.2,57.0,4
1462,18.0,56.0,4
1463,17.2,82.0,4
1464,17.0,56.0,4
1465,16.0,40.0,1
1466,15.6,71.0,4
1467,13.3,38.0,1
1468,13.0,76.0,4
1469,12.6,69.0,4
1470,12.1,49.0,1
1471,12.0,68.0,4
1472,12.0,43.0,1
1473,11.7,85.0,3
1474,11.2,57.0,0
1475,10.9,0.0,1
1476,10.4,73.0,3
1477,10.4,65.0,0
1478,10.4,68.0,0
1479,9.9,69.0,0
1480,9.9,37.0,1
1481,9.9,64.0,0
1482,9.3,77.0,3
1483,9.3,59.0,0
1484,9.0,61.0,0
1485,8.9,87.0,3
1486,8.8,81.0,3
1487,8.5,69.0,0
1488,8.5,78.0,3
1489,8.3,61.0,0
1490,8.2,43.0,1
1491,8.2,67.0,0
1492,8.2,79.0,3
1493,7.8,80.0,3
1494,7.8,69.0,0
1495,7.8,74.0,3
1496,7.6,81.0,3
1497,7.5,58.0,0
1498,7.2,31.0,1
1499,7.2,52.0,1
1500,7.2,32.0,1
1501,7.2,74.0,3
1502,7.2,69.0,0
1503,7.0,0.0,1
1504,7.0,40.0,1
1505,7.0,48.0,1
1506,7.0,75.0,3
1507,7.0,77.0,3
1508,6.7,39.0,1
1509,6.5,55.0,0
1510,6.3,0.0,1
1511,6.3,0.0,1
1512,6.3,74.0,3
1513,6.1,71.0,3
1514,6.0,78.0,3
1515,6.0,74.0,3
1516,6.0,59.0,0
1517,5.9,68.0,0
1518,5.8,65.0,0
1519,5.8,39.0,1
1520,5.6,85.0,3
1521,5.6,57.0,0
1522,5.6,53.0,1
1523,5.5,47.0,1
1524,5.5,36.0,1
1525,5.4,67.0,0
1526,5.4,61.0,0
1527,5.4,77.0,3
1528,5.2,75.0,3
1529,5.0,62.0,0
1530,5.0,59.0,0
1531,5.0,81.0,3
1532,5.0,61.0,0
1533,5.0,40.0,1
1534,5.0,47.0,1
1535,5.0,61.0,0
1536,4.9,50.0,1
1537,4.9,62.0,0
1538,4.9,74.0,3
1539,4.9,62.0,0
1540,4.8,81.0,3
1541,4.8,39.0,1
1542,4.8,76.0,3
1543,4.8,0.0,1
1544,4.7,79.0,3
1545,4.7,64.0,0
1546,4.7,41.0,1
1547,4.5,70.0,0
1548,4.4,62.0,0
1549,4.4,0.0,1
1550,4.4,44.0,1
1551,4.4,39.0,1
1552,4.3,54.0,0
1553,4.3,72.0,3
1554,4.3,94.0,3
1555,4.3,72.0,3
1556,4.3,63.0,0
1557,4.3,76.0,3
1558,4.3,74.0,3
1559,4.3,64.0,0
1560,4.3,47.0,1
1561,4.3,41.0,1
1562,4.2,79.0,3
1563,4.2,62.0,0
1564,4.1,41.0,1
1565,4.1,39.0,1
1566,4.0,68.0,0
1567,4.0,63.0,0
1568,4.0,66.0,0
1569,4.0,64.0,0
1570,3.9,51.0,1
1571,3.8,79.0,3
1572,3.8,65.0,0
1573,3.8,59.0,0
1574,3.8,55.0,0
1575,3.8,55.0,0
1576,3.7,37.0,1
1577,3.6,79.0,3
1578,3.6,74.0,3
1579,3.6,74.0,3
1580,3.6,56.0,0
1581,3.5,63.0,0
1582,3.5,81.0,3
1583,3.4,0.0,1
1584,3.4,81.0,3
1585,3.4,60.0,0
1586,3.3,57.0,0
1587,3.3,78.0,3
1588,3.3,72.0,3
1589,3.3,47.0,1
1590,3.3,51.0,1
1591,3.3,0.0,1
1592,3.2,54.0,0
1593,3.2,73.0,3
1594,3.2,84.0,3
1595,3.2,50.0,1
1596,3.2,62.0,0
1597,3.2,54.0,0
1598,3.2,67.0,0
1599,3.2,72.0,3
1600,3.2,75.0,3
1601,3.2,67.0,0
1602,3.2,67.0,0
1603,3.2,82.0,3
1604,3.2,64.0,0
1605,3.2,56.0,0
1606,3.1,38.0,1
1607,3.1,64.0,0
1608,3.1,0.0,1
1609,3.1,69.0,0
1610,3.0,79.0,3
1611,3.0,50.0,1
1612,3.0,55.0,0
1613,3.0,60.0,0
1614,3.0,77.0,3
1615,3.0,55.0,0
1616,3.0,60.0,0
1617,3.0,60.0,0
1618,2.9,80.0,3
1619,2.9,68.0,0
1620,2.9,64.0,0
1621,2.9,75.0,3
1622,2.9,87.0,3
1623,2.8,73.0,3
1624,2.8,86.0,3
1625,2.8,65.0,0
1626,2.8,57.0,0
1627,2.8,50.0,1
1628,2.7,72.0,3
1629,2.7,76.0,3
1630,2.7,68.0,0
1631,2.7,57.0,0
1632,2.7,71.0,3
1633,2.7,61.0,0
1634,2.7,59.0,0
1635,2.7,72.0,3
1636,2.7,58.0,0
1637,2.6,65.0,0
1638,2.6,69.0,0
1639,2.6,49.0,1
1640,2.6,63.0,0
1641,2.6,63.0,0
1642,2.6,65.0,0
1643,2.6,49.0,1
1644,2.6,49.0,1
1645,2.6,59.0,0
1646,2.6,59.0,0
1647,2.6,36.0,1
1648,2.5,59.0,0
1649,2.5,61.0,0
1650,2.5,76.0,3
1651,2.5,54.0,0
1652,2.5,57.0,0
1653,2.5,42.0,1
1654,2.5,53.0,1
1655,2.5,89.0,3
1656,2.5,63.0,0
1657,2.5,67.0,0
1658,2.5,67.0,0
1659,2.5,55.0,0
1660,2.4,38.0,1
1661,2.4,53.0,1
1662,2.4,79.0,3
1663,2.4,47.0,1
1664,2.4,53.0,1
1665,2.4,59.0,0
1666,2.4,80.0,3
1667,2.4,75.0,3
1668,2.4,74.0,3
1669,2.4,74.0,3
1670,2.4,59.0,0
1671,2.4,56.0,0
1672,2.3,46.0,1
1673,2.3,53.0,1
1674,2.3,52.0,1
1675,2.3,58.0,0
1676,2.3,78.0,3
1677,2.3,71.0,3
1678,2.3,48.0,1
1679,2.3,62.0,0
1680,2.3,59.0,0
1681,2.3,64.0,0
1682,2.3,54.0,0
1683,2.3,60.0,0
1684,2.3,72.0,3
1685,2.3,62.0,0
1686,2.3,76.0,3
1687,2.2,52.0,1
1688,2.2,66.0,0
1689,2.2,54.0,0
1690,2.2,68.0,0
1691,2.2,78.0,3
1692,2.2,63.0,0
1693,2.2,68.0,0
1694,2.2,79.0,3
1695,2.2,73.0,3
1696,2.2,63.0,0
1697,2.1,65.0,0
1698,2.1,62.0,0
1699,2.1,72.0,3
1700,2.1,43.0,1
1701,2.1,66.0,0
1702,2.1,55.0,0
1703,2.1,60.0,0
1704,2.1,73.0,3
1705,2.1,60.0,0
1706,2.1,46.0,1
1707,2.1,50.0,1
1708,2.1,44.0,1
1709,2.1,54.0,0
1710,2.1,64.0,0
1711,2.0,65.0,0
1712,2.0,50.0,1
1713,2.0,79.0,3
1714,2.0,82.0,3
1715,2.0,49.0,1
1716,2.0,50.0,1
1717,2.0,64.0,0
1718,2.0,48.0,1
1719,2.0,69.0,0
1720,2.0,64.0,0
1721,2.0,63.0,0
1722,2.0,64.0,0
1723,2.0,67.0,0
1724,2.0,61.0,0
1725,2.0,59.0,0
1726,2.0,53.0,1
1727,2.0,64.0,0
1728,2.0,60.0,0
1729,2.0,67.0,0
1730,2.0,61.0,0
1731,2.0,48.0,1
1732,2.0,52.0,1
1733,2.0,72.0,3
1734,2.0,40.0,1
1735,2.0,66.0,0
1736,2.0,21.0,1
1737,2.0,59.0,0
1738,1.9,48.0,1
1739,1.9,70.0,0
1740,1.9,78.0,3
1741,1.9,62.0,0
1742,1.9,55.0,0
1743,1.9,51.0,1
1744,1.9,67.0,0
1745,1.9,80.0,3
1746,1.9,63.0,0
1747,1.8,80.0,3
1748,1.8,78.0,3
1749,1.8,77.0,3
1750,1.8,79.0,3
1751,1.8,52.0,1
1752,1.8,59.0,0
1753,1.8,78.0,3
1754,1.8,75.0,3
1755,1.8,85.0,3
1756,1.8,64.0,0
1757,1.8,75.0,3
1758,1.8,53.0,1
1759,1.8,50.0,1
1760,1.8,79.0,3
1761,1.8,51.0,1
1762,1.8,70.0,0
1763,1.8,77.0,3
1764,1.7,65.0,0
1765,1.7,67.0,0
1766,1.7,52.0,1
1767,1.7,43.0,1
1768,1.7,40.0,1
1769,1.7,57.0,0
1770,1.7,70.0,0
1771,1.7,55.0,0
1772,1.7,66.0,0
1773,1.7,80.0,3
1774,1.7,81.0,3
1775,1.7,45.0,1
1776,1.7,62.0,0
1777,1.7,68.0,0
1778,1.7,70.0,0
1779,1.7,63.0,0
1780,1.7,54.0,0
1781,1.7,84.0,3
1782,1.7,45.0,1
1783,1.7,48.0,1
1784,1.7,70.0,0
1785,1.7,63.0,0
1786,1.6,69.0,0
1787,1.6,78.0,3
1788,1.6,56.0,0
1789,1.6,76.0,3
1790,1.6,61.0,0
1791,1.6,65.0,0
1792,1.6,71.0,3
1793,1.6,63.0,0
1794,1.6,43.0,1
1795,1.6,51.0,1
1796,1.6,42.0,1
1797,1.6,45.0,1
1798,1.6,68.0,0
1799,1.6,42.0,1
1800,1.6,73.0,3
1801,1.6,45.0,1
1802,1.6,50.0,1
1803,1.6,63.0,0
1804,1.6,67.0,0
1805,1.5,62.0,0
1806,1.5,74.0,3
1807,1.5,67.0,0
1808,1.5,57.0,0
1809,1.5,71.0,3
1810,1.5,67.0,0
1811,1.5,75.0,3
1812,1.5,60.0,0
1813,1.5,59.0,0
1814,1.5,37.0,1
1815,1.5,46.0,1
1816,1.5,46.0,1
1817,1.5,75.0,3
1818,1.5,49.0,1
1819,1.5,48.0,1
1820,1.5,45.0,1
1821,1.5,61.0,0
1822,1.5,67.0,0
1823,1.5,85.0,3
1824,1.5,44.0,1
1825,1.5,46.0,1
1826,1.5,53.0,1
1827,1.5,40.0,1
1828,1.5,43.0,1
1829,1.5,52.0,1
1830,1.5,47.0,1
1831,1.5,51.0,1
1832,1.5,60.0,0
1833,1.5,55.0,0
1834,1.5,49.0,1
1835,1.5,65.0,0
1836,1.5,87.0,3
1837,1.5,48.0,1
1838,1.5,33.0,1
1839,1.5,40.0,1
1840,1.5,38.0,1
1841,1.5,70.0,0
1842,1.5,44.0,1
1843,1.4,51.0,1
1844,1.4,62.0,0
1845,1.4,58.0,0
1846,1.4,63.0,0
1847,1.4,81.0,3
1848,1.4,52.0,1
1849,1.4,44.0,1
1850,1.4,69.0,0
1851,1.4,42.0,1
1852,1.4,69.0,0
1853,1.4,79.0,3
1854,1.4,66.0,0
1855,1.3,42.0,1
1856,1.3,75.0,3
1857,1.3,78.0,3
1858,1.3,47.0,1
1859,1.3,63.0,0
1860,1.3,68.0,0
1861,1.3,64.0,0
1862,1.3,70.0,0
1863,1.3,73.0,3
1864,1.3,70.0,0
1865,1.3,62.0,0
1866,1.3,52.0,1
1867,1.3,78.0,3
1868,1.3,79.0,3
1869,1.3,55.0,0
1870,1.3,79.0,3
1871,1.3,56.0,0
1872,1.3,55.0,0
1873,1.3,0.0,1
1874,1.3,68.0,0
1875,1.3,71.0,3
1876,1.3,0.0,1
1877,1.3,44.0,1
1878,1.3,82.0,3
1879,1.3,69.0,0
1880,1.3,52.0,1
1881,1.3,72.0,3
1882,1.3,60.0,0
1883,1.3,63.0,0
1884,1.3,81.0,3
1885,1.3,74.0,3
1886,1.3,51.0,1
1887,1.2,68.0,0
1888,1.2,60.0,0
1889,1.2,67.0,0
1890,1.2,55.0,0
1891,1.2,55.0,0
1892,1.2,60.0,0
1893,1.2,57.0,0
1894,1.2,75.0,3
1895,1.2,64.0,0
1896,1.2,33.0,1
1897,1.2,71.0,3
1898,1.2,45.0,1
1899,1.2,69.0,0
1900,1.2,60.0,0
1901,1.2,77.0,3
1902,1.2,33.0,1
1903,1.2,33.0,1
1904,1.2,72.0,3
1905,1.2,73.0,3
1906,1.2,55.0,0
1907,1.2,81.0,3
1908,1.2,51.0,1
1909,1.1,70.0,0
1910,1.1,54.0,0
1911,1.1,66.0,0
1912,1.1,77.0,3
1913,1.1,63.0,0
1914,1.1,78.0,3
1915,1.1,74.0,3
1916,1.1,83.0,3
1917,1.1,61.0,0
1918,1.1,38.0,1
1919,1.1,73.0,3
1920,1.1,62.0,0
1921,1.1,52.0,1
1922,1.1,61.0,0
1923,1.1,66.0,0
1924,1.1,69.0,0
1925,1.1,81.0,3
1926,1.1,57.0,0
1927,1.1,62.0,0
1928,1.0,87.0,3
1929,1.0,69.0,0
1930,1.0,67.0,0
1931,1.0,0.0,1
1932,1.0,37.0,1
1933,1.0,68.0,0
1934,1.0,67.0,0
1935,1.0,76.0,3
1936,1.0,54.0,0
1937,1.0,52.0,1
1938,1.0,51.0,1
1939,1.0,52.0,1
1940,1.0,0.0,1
1941,1.0,72.0,3
1942,1.0,80.0,3
1943,1.0,60.0,0
1944,1.0,0.0,1
1945,1.0,77.0,3
1946,1.0,51.0,1
1947,1.0,65.0,0
1948,1.0,62.0,0
1949,1.0,51.0,1
1950,1.0,75.0,3
1951,1.0,59.0,0
1952,1.0,69.0,0
1953,1.0,55.0,0
1954,1.0,50.0,1
1955,1.0,51.0,1
1956,1.0,61.0,0
1957,1.0,67.0,0
1958,1.0,60.0,0
1959,1.0,58.0,0
1960,1.0,38.0,1
1961,1.0,60.0,0
1962,1.0,64.0,0
1963,1.0,59.0,0
1964,1.0,67.0,0
1965,1.0,39.0,1
1966,1.0,67.0,0
1967,1.0,66.0,0
1968,1.0,77.0,3
1969,1.0,57.0,0
1970,1.0,48.0,1
1971,1.0,63.0,0
1972,1.0,63.0,0
1973,1.0,80.0,3
1974,1.0,69.0,0
1975,1.0,71.0,3
1976,1.0,49.0,1
1977,1.0,41.0,1
1978,1.0,44.0,1
1979,1.0,69.0,0
1980,1.0,60.0,0
1981,50.0,50.0,2
1982,42.0,75.0,4
1983,30.0,66.0,4
1984,28.0,79.0,4
1985,23.5,55.0,4
1986,22.0,53.0,4
1987,21.5,57.0,4
1988,20.0,49.0,4
1989,18.8,77.0,4
1990,18.2,39.0,4
1991,17.1,41.0,4
1992,17.0,86.0,4
1993,16.1,72.0,4
1994,16.0,83.0,4
1995,16.0,61.0,4
1996,15.9,51.0,4
1997,15.9,58.0,4
1998,15.8,62.0,4
1999,15.7,56.0,4
2000,14.8,70.0,4
2001,13.6,50.0,4
2002,13.3,60.0,4
2003,12.9,32.0,1
2004,12.8,33.0,1
2005,12.5,44.0,1
2006,12.4,62.0,4
2007,12.4,86.0,3
2008,12.3,58.0,4
2009,12.0,70.0,4
2010,12.0,65.0,4
2011,11.6,0.0,1
2012,11.0,86.0,3
2013,11.0,55.0,0
2014,11.0,69.0,0
2015,11.0,78.0,3
2016,10.7,49.0,1
2017,10.4,62.0,0
2018,10.1,38.0,1
2019,10.0,70.0,3
2020,10.0,79.0,3
2021,10.0,74.0,3
2022,10.0,66.0,0
2023,10.0,69.0,0
2024,10.0,48.0,1
2025,9.7,41.0,1
2026,9.1,59.0,0
2027,8.7,70.0,3
2028,8.7,88.0,3
2029,8.6,82.0,3
2030,8.5,48.0,1
2031,8.5,80.0,3
2032,8.5,80.0,3
2033,8.4,65.0,0
2034,8.1,43.0,1
2035,7.8,37.0,1
2036,7.7,82.0,3
2037,7.6,40.0,1
2038,7.5,76.0,3
2039,7.5,78.0,3
2040,7.5,0.0,1
2041,7.5,70.0,3
2042,7.3,68.0,0
2043,7.2,75.0,3
2044,7.1,40.0,1
2045,7.1,40.0,1
2046,7.0,0.0,1
2047,7.0,69.0,0
2048,7.0,76.0,3
2049,6.9,60.0,0
2050,6.9,52.0,1
2051,6.8,0.0,1
2052,6.7,53.0,1
2053,6.7,75.0,3
2054,6.6,64.0,0
2055,6.6,40.0,1
2056,6.5,75.0,3
2057,6.4,66.0,0
2058,6.4,62.0,0
2059,6.4,45.0,1
2060,6.4,40.0,1
2061,6.3,57.0,0
2062,6.1,56.0,0
2063,6.1,79.0,3
2064,6.1,44.0,1
2065,6.1,63.0,0
2066,6.1,78.0,3
2067,6.0,54.0,0
2068,6.0,83.0,3
2069,5.9,72.0,3
2070,5.7,46.0,1
2071,5.7,73.0,3
2072,5.5,0.0,1
2073,5.2,48.0,1
2074,5.2,80.0,3
2075,5.2,45.0,1
2076,5.1,63.0,0
2077,5.1,80.0,3
2078,5.0,48.0,1
2079,5.0,60.0,0
2080,5.0,51.0,1
2081,5.0,61.0,0
2082,5.0,64.0,0
2083,5.0,82.0,3
2084,5.0,82.0,3
2085,5.0,66.0,0
2086,5.0,38.0,1
2087,5.0,74.0,3
2088,5.0,41.0,1
2089,4.9,47.0,1
2090,4.9,73.0,3
2091,4.9,40.0,1
2092,4.9,48.0,1
2093,4.8,43.0,1
2094,4.8,52.0,1
2095,4.8,76.0,3
2096,4.8,50.0,1
2097,4.6,80.0,3
2098,4.6,60.0,0
2099,4.5,43.0,1
2100,4.5,68.0,0
2101,4.5,82.0,3
2102,4.4,38.0,1
2103,4.4,63.0,0
2104,4.4,51.0,1
2105,4.4,63.0,0
2106,4.4,73.0,3
2107,4.4,60.0,0
2108,4.4,62.0,0
2109,4.3,42.0,1
2110,4.3,55.0,0
2111,4.3,95.0,3
2112,4.3,73.0,3
2113,4.3,67.0,0
2114,4.3,75.0,3
2115,4.2,68.0,0
2116,4.2,63.0,0
2117,4.2,57.0,0
2118,4.1,71.0,3
2119,4.1,54.0,0
2120,4.1,80.0,3
2121,4.1,63.0,0
2122,4.1,39.0,1
2123,4.1,35.0,1
2124,4.1,62.0,0
2125,4.1,68.0,0
2126,4.1,60.0,0
2127,4.1,65.0,0
2128,4.0,49.0,1
2129,4.0,82.0,3
2130,4.0,60.0,0
2131,4.0,68.0,0
2132,3.9,50.0,1
2133,3.8,0.0,1
2134,3.8,79.0,3
2135,3.8,85.0,3
2136,3.8,65.0,0
2137,3.8,75.0,3
2138,3.7,77.0,3
2139,3.7,64.0,0
2140,3.6,81.0,3
2141,3.6,64.0,0
2142,3.6,65.0,0
2143,3.6,66.0,0
2144,3.6,76.0,3
2145,3.6,57.0,0
2146,3.6,0.0,1
2147,3.6,56.0,0
2148,3.6,56.0,0
2149,3.5,72.0,3
2150,3.5,43.0,1
2151,3.5,46.0,1
2152,3.5,61.0,0
2153,3.5,77.0,3
2154,3.4,58.0,0
2155,3.4,82.0,3
2156,3.4,80.0,3
2157,3.4,75.0,3
2158,3.4,55.0,0
2159,3.4,66.0,0
2160,3.3,68.0,0
2161,3.3,55.0,0
2162,3.3,0.0,1
2163,3.3,76.0,3
2164,3.3,65.0,0
2165,3.3,88.0,3
2166,3.2,53.0,1
2167,3.2,74.0,3
2168,3.2,77.0,3
2169,3.2,58.0,0
2170,3.2,61.0,0
2171,3.1,50.0,1
2172,3.1,58.0,0
2173,3.1,48.0,1
2174,3.0,51.0,1
2175,3.0,76.0,3
2176,3.0,80.0,3
2177,3.0,72.0,3
2178,3.0,65.0,0
2179,3.0,41.0,1
2180,3.0,81.0,3
2181,3.0,41.0,1
2182,3.0,60.0,0
2183,3.0,84.0,3
2184,3.0,61.0,0
2185,3.0,60.0,0
2186,3.0,42.0,1
2187,2.9,39.0,1
2188,2.9,60.0,0
2189,2.9,73.0,3
2190,2.9,61.0,0
2191,2.9,75.0,3
2192,2.8,52.0,1
2193,2.8,73.0,3
2194,2.8,0.0,1
2195,2.8,55.0,0
2196,2.8,69.0,0
2197,2.8,55.0,0
2198,2.8,58.0,0
2199,2.8,0.0,1
2200,2.8,61.0,0
2201,2.8,59.0,0
2202,2.7,74.0,3
2203,2.7,80.0,3
2204,2.7,63.0,0
2205,2.7,58.0,0
2206,2.7,27.0,1
2207,2.7,25.0,1
2208,2.7,87.0,3
2209,2.7,70.0,0
2210,2.7,64.0,0
2211,2.7,45.0,1
2212,2.7,62.0,0
2213,2.7,34.0,1
2214,2.7,46.0,1
2215,2.7,34.0,1
2216,2.7,67.0,0
2217,2.7,70.0,0
2218,2.7,56.0,0
2219,2.6,83.0,3
2220,2.6,63.0,0
2221,2.6,69.0,0
2222,2.6,64.0,0
